"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameProductsRadius0To10_i","AnzahlSameProductsRadius10To30_i","AnzahlSameProductsRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Kokua LiketoBike 20 Kinder Fahrrad in sehr gutem Zustand, 7 Gänge - ähnliche Qualität wie bei Woom","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,27.05.2024, 20:39 Uhr","€ 190","Privatperson","Weiß,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kokua-liketobike-20-kinder-fahrrad-in-sehr-gutem-zustand-7-gaenge-aehnliche-qualitaet-wie-bei-woom-1597591269/",1366,190,1120,"1120 Wien",7,"Andere","2024-05-27 20:39:00",1716842340,0,"used",0,0,1120,48.180259,16.3313609,71,60,18,1,5.24702407216049,0.106382978723404,"Andere","used"
"Woom 3","3002 Purkersdorf","Zuletzt geändert:,29.06.2024, 13:48 Uhr","€ 307","Privatperson","Grün,Gebraucht,Selbstabholung, Versand","Verkaufe Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1485539730/",1371,307,3002,"3002 Purkersdorf",3,"Grün","2024-06-29 13:48:00",1719668880,0,"used",1,0,3002,48.2086718250956,16.1762410508916,12,118,22,0,5.7268477475872,0.181818181818182,"Grün","used"
"Woom 3 lila top Zustand mit Zubehör","4891 Forstern","Zuletzt geändert:,04.07.2024, 11:15 Uhr","€ 325","Privatperson","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-top-zustand-mit-zubehoer-885992551/",1376,325,4891,"4891 Forstern",3,"Violett","2024-07-04 11:15:00",1720091700,0,"as good as new",0,0,4891,47.9992735058624,13.3684936430658,1,8,8,0,5.78382518232974,2,"Violett","as good as new"
"Woom 3","3314 Strengberg","Zuletzt geändert:,27.05.2024, 08:14 Uhr","€ 390","Privatperson","bis 16 Zoll,Gelb,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1475741528/",1385,390,3314,"3314 Strengberg",3,"Gelb","2024-05-27 08:14:00",1716797640,0,"as good as new",0,0,3314,48.1431867424251,14.6475254730898,0,7,10,1,5.96614673912369,2.5,"Gelb","as good as new"
"Woom 6","5225 Jeging","Zuletzt geändert:,27.05.2024, 07:24 Uhr","€ 480","Privatperson","26 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-1085426754/",1386,480,5225,"5225 Jeging",6,"Grün","2024-05-27 07:24:00",1716794640,0,"used",0,0,5225,48.04819587522,13.1480139551272,1,6,7,0,6.17378610390194,2.4,"Grün","used"
"Woom 3 in Rot","1090 Wien, 09. Bezirk, Alsergrund","Zuletzt geändert:,16.06.2024, 21:23 Uhr","€ 330","Privatperson","Rot,Gebraucht,Selbstabholung","Original Woom 3 in Rot zu verkaufen. Hat nur wenige Gebrauchspuren und funktioniert vollkommen eindwandfrei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-rot-1069828471/",1392,330,1090,"1090 Wien",3,"Rot","2024-06-16 21:23:00",1718572980,0,"used",0,0,1090,48.2284075,16.3625257,97,36,16,0,5.79909265446053,0.0895522388059701,"Rot","used"
"Woom Rad 3","6108 Scharnitz","Zuletzt geändert:,26.05.2024, 15:22 Uhr","€ 330","Privatperson","Rot,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 3 mit leichten Gebrauchsspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-rad-3-1228207256/",1405,330,6108,"6108 Scharnitz",3,"Rot","2024-05-26 15:22:00",1716736920,0,"used",0,0,6108,47.3862581983088,11.267638610663,0,4,10,0,5.79909265446053,3.33333333333333,"Rot","used"
"Woom 3","5302 Henndorf am Wallersee","Zuletzt geändert:,28.05.2024, 20:59 Uhr","€ 380","Privatperson","Violett,Neuwertig,Selbstabholung","Verkaufe unser Woom 3 ,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1646116445/",1412,380,5302,"5302 Henndorf am Wallersee",3,"Violett","2024-05-28 20:59:00",1716929940,0,"as good as new",0,0,5302,47.8997538264389,13.1948639083814,2,5,10,0,5.94017125272043,1.875,"Violett","as good as new"
"Woom 6","2571 Altenmarkt an der Triesting","Zuletzt geändert:,25.06.2024, 18:12 Uhr","€ 400","Privatperson","Rot,Gebraucht,Selbstabholung","Verkaufe ein Woom 6, bei Interesse einfach melden!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-2036117103/",1422,400,2571,"2571 Altenmarkt an der Triesting",6,"Rot","2024-06-25 18:12:00",1719339120,0,"used",0,0,2571,48.0235173376056,16.0129888737622,0,41,112,0,5.99146454710798,0.309278350515464,"Rot","used"
"WOOM 3 - 16 Zoll - gelb","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,04.07.2024, 21:24 Uhr","€ 350","Privatperson","Gelb,Gebraucht,Selbstabholung, Versand","Das Fahrrad war ein Neukauf und wurde von meiner Tochter als Folgemodel auf day 2er Woom gefahren - es ist daher sehr gut erhalten.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-16-zoll-gelb-1887085254/",1433,350,1020,"1020 Wien",3,"Gelb","2024-07-04 21:24:00",1720128240,0,"used",1,0,1020,48.20642055,16.4327785094205,78,45,18,0,5.85793315448346,0.104166666666667,"Gelb","used"
"Woom 3 Kinderfahrrad (Erstbesitz)","1160 Wien, 16. Bezirk, Ottakring","Zuletzt geändert:,25.05.2024, 14:57 Uhr","€ 330","Privatperson","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-erstbesitz-981185353/",1445,330,1160,"1160 Wien",3,"Gelb","2024-05-25 14:57:00",1716649020,0,"used",0,0,1160,48.2189223,16.2952994,83,52,18,0,5.79909265446053,0.0967741935483871,"Gelb","used"
"Woom 3","5204 Straßwalchen","Zuletzt geändert:,24.06.2024, 06:33 Uhr","€ 350","Privatperson","Felgenbremse,bis 35 cm,bis 16 Zoll,Gelb,Neuwertig,Selbstabholung, Versand","Sehr gut erhalten","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1965634982/",1451,350,5204,"5204 Straßwalchen",3,"Gelb","2024-06-24 06:33:00",1719210780,0,"as good as new",1,0,5204,47.9722482100797,13.2637560476592,3,6,6,0,5.85793315448346,1.66666666666667,"Gelb","as good as new"
"WOOM rot Größe 4","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,25.05.2024, 10:05 Uhr","€ 380","Privatperson","Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-rot-groesse-4-1421661511/",1455,380,1220,"1220 Wien",4,"Rot","2024-05-25 10:05:00",1716631500,0,"used",0,0,1220,48.2152329,16.4840611,60,55,18,0,5.94017125272043,0.122950819672131,"Rot","used"
"Woom 3 16"" blau","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,25.05.2024, 10:20 Uhr","€ 380","Privatperson","Blau,Neuwertig,Selbstabholung, Versand","Sehr gut erhaltenes Woom 3 in blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-16-blau-1101392994/",1456,380,1230,"1230 Wien",3,"Blau","2024-05-25 10:20:00",1716632400,0,"as good as new",1,0,1230,48.1393523,16.3048854,43,79,19,0,5.94017125272043,0.137931034482759,"Blau","as good as new"
"Woom 3 16Zoll ! Erstbesitz!","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,25.05.2024, 21:49 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufen das Woom 3 Sky Blue wegen Umstieg auf ein größeres.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-16zoll-erstbesitz-1755192537/",1467,350,1210,"1210 Wien",3,"Blau","2024-05-25 21:49:00",1716673740,0,"used",0,0,1210,48.2678639,16.3845716,58,55,18,0,5.85793315448346,0.126050420168067,"Blau","used"
"Woom 3 Fahrrad","1200 Wien, 20. Bezirk, Brigittenau","Zuletzt geändert:,24.05.2024, 22:10 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Gelb,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-1657376963/",1469,350,1200,"1200 Wien",3,"Gelb","2024-05-24 22:10:00",1716588600,0,"as good as new",0,0,1200,48.23615775,16.3838734770906,90,41,16,0,5.85793315448346,0.0940438871473354,"Gelb","as good as new"
"Woom 3","4690 Aich","Zuletzt geändert:,24.05.2024, 16:39 Uhr","€ 350","Privatperson","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1103812132/",1472,350,4690,"4690 Aich",3,"Violett","2024-05-24 16:39:00",1716568740,0,"as good as new",0,0,4690,48.0621785044915,13.7468867944723,0,10,16,0,5.85793315448346,1.66666666666667,"Violett","as good as new"
"Woom 3 Lila","8047 Graz","Zuletzt geändert:,09.06.2024, 21:44 Uhr","€ 310","Privatperson","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-804421357/",1476,310,8047,"8047 Graz",3,"Violett","2024-06-09 21:44:00",1717969440,0,"used",0,0,8047,47.0769519264598,15.4925718654214,16,7,10,0,5.73657229747919,0.5,"Violett","used"
"Kinderfahrrad Islabike 20 Zoll, wie Woom 4","3385 Markersdorf-Haindorf","Zuletzt geändert:,23.05.2024, 21:10 Uhr","€ 290","Privatperson","20 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-islabike-20-zoll-wie-woom-4-1126376286/",1488,290,3385,"3385 Markersdorf-Haindorf",4,"Blau","2024-05-23 21:10:00",1716498600,0,"used",0,0,3385,48.22259525,15.5382663075001,1,9,53,1,5.66988092298052,0.779220779220779,"Blau","used"
"Woom 3 violett inkl. Ständer","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,23.05.2024, 18:27 Uhr","€ 340","Privatperson","Violett,Gebraucht,Selbstabholung","Woom 3 in Violett inkl. Ständer und Trinkflaschenhalter zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-violett-inkl-staender-1409194223/",1492,340,1230,"1230 Wien",3,"Violett","2024-05-23 18:27:00",1716488820,0,"used",0,0,1230,48.1393523,16.3048854,43,79,19,0,5.82894561761021,0.137931034482759,"Violett","used"
"Woom Fahrrad Nr 3","1030 Wien, 03. Bezirk, Landstraße","Zuletzt geändert:,18.06.2024, 11:27 Uhr","€ 299","Privatperson","Grün,Gebraucht,Selbstabholung","Verkaufen ein Woom 3 inkl. Frontleuchten, Klingel, Fahrradständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-nr-3-1077564745/",1516,299,1030,"1030 Wien",3,"Grün","2024-06-18 11:27:00",1718710020,0,"used",0,0,1030,48.1995445102805,16.3922565028478,106,20,21,1,5.70044357339069,0.0860832137733142,"Grün","used"
"statt 545€ woom 4 (microSHIFT) red 20 Zoll Modell 2022 inkl. LEGGI Seitenständer M","4600 Wels","Zuletzt geändert:,05.06.2024, 06:32 Uhr","€ 444","Privatperson","Kettenschaltung,Felgenbremse,ab 61 cm,20 Zoll,Rot,Neuwertig,Selbstabholung","Verkaufe WOOM 4 red 20 Zoll Modell 2022 inklusive LEGGI Seitenständer M","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/statt-545-euro-woom-4-microshift-red-20-zoll-modell-2022-inkl-leggi-seitenstaender-m-1185663203/",1518,444,4600,"4600 Wels",4,"Rot","2024-06-05 06:32:00",1717569120,0,"as good as new",0,0,4600,48.1670336,14.0205157,0,7,16,0,6.09582456243222,2,"Rot","as good as new"
"Woom 3 Kinderfahrrad 16 zoll","1110 Wien, 11. Bezirk, Simmering","Zuletzt geändert:,21.06.2024, 18:55 Uhr","€ 280","Privatperson","Kettenschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Trefpunkt geht auch beim simmering bei ubahn .Verkaufe ein Woom 3 Kinderfahrrad in rot","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-16-zoll-919945992/",1520,280,1110,"1110 Wien",3,"Rot","2024-06-21 18:55:00",1718996100,0,"used",0,0,1110,48.1696740010306,16.4252374069253,70,55,22,0,5.63478960316925,0.108695652173913,"Rot","used"
"Woom 3","2011 Untermallebarn","Zuletzt geändert:,22.05.2024, 05:42 Uhr","€ 360","Privatperson","Blau,Gebraucht,Selbstabholung","Größe: 16″","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1698147418/",1526,360,2011,"2011 Untermallebarn",3,"Blau","2024-05-22 05:42:00",1716356520,0,"used",0,0,2011,48.4241874,16.1585014,1,65,80,0,5.88610403145016,0.277777777777778,"Blau","used"
