"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i"
"Woom 4 Off","Wiener Neustadt Land, Niederösterreich","Zuletzt geändert:,31.05.2024, 12:55 Uhr","€ 499","","Scheibenbremse,20 Zoll,Schwarz,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-off-950609808/",1288,499,NA,"Wiener Neustadt Land","4","Andere",2024-05-31 12:55:00,1717160100,0,"used",0,1
"WOOM 3 inkl. Ständer, Getränkehalter, Gepäcksträger und Kotflügel","4645 Grünau im Almtal","Zuletzt geändert:,26.06.2024, 10:51 Uhr","€ 380","Privatperson","Felgenbremse,bis 16 Zoll,Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-staender-getraenkehalter-gepaeckstraeger-und-kotfluegel-1419834788/",1289,380,"4645","4645 Grünau im Almtal","3","Violett",2024-06-26 10:51:00,1719399060,0,"as good as new",0,0
"Kinderfahrrad Woom 4 - Violett","3100 St. Pölten","Zuletzt geändert:,31.05.2024, 10:22 Uhr","€ 490","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 4, es ist 2 Jahre alt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-violett-1170198699/",1290,490,"3100","3100 St. Pölten","4","Violett",2024-05-31 10:22:00,1717150920,0,"used",0,0
"Woom 3 lila","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,31.05.2024, 10:59 Uhr","€ 350","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufe gut erhaltenes Woom 3 Fahrrad. Abholung in Wals. Lg Julia","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-1448595352/",1291,350,NA,"Salzburg-Umgebung","3","Violett",2024-05-31 10:59:00,1717153140,0,"used",0,1
"Woom 3","Mödling, Niederösterreich","Zuletzt geändert:,25.06.2024, 21:40 Uhr","€ 320","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1400039322/",1292,320,NA,"Mödling","3","Blau",2024-06-25 21:40:00,1719351600,0,"used",0,1
"Woom 3","7031 Krensdorf","Zuletzt geändert:,31.05.2024, 08:56 Uhr","€ 390","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","Zum Verkauf steht ein woom 3 kinder Fahrrad in der Farbe blau im Gebrauchten aber sehr guten Zustand mit seitenständer in schwarz.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1880808710/",1293,390,"7031","7031 Krensdorf","3","Blau",2024-05-31 08:56:00,1717145760,0,"used",1,0
"Woom Original Griffe","","Zuletzt geändert:,31.05.2024, 05:59 Uhr","€ 15","","Schwarz,Gebraucht,Selbstabholung","Für Woom 4, 5 und 6!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-griffe-2082699264/",1294,15,NA,"",NA,"Andere",2024-05-31 05:59:00,1717135140,0,"used",0,1
"Fahrrad Cygnus 16 Zoll grün","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,19.06.2024, 18:05 Uhr","€ 140","","Nabenschaltung,Felgenbremse,41 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Sehr guter Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-cygnus-16-zoll-gruen-937277957/",1295,140,NA,"Salzburg-Umgebung",NA,"Grün",2024-06-19 18:05:00,1718820300,0,"used",0,1
"Woom 2","8742 Amering","Zuletzt geändert:,31.05.2024, 05:25 Uhr","€ 330","Privatperson","Violett,Gebraucht,Selbstabholung","Nur eine Saison gefahren und neu gekauft","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1543038935/",1296,330,"8742","8742 Amering","2","Violett",2024-05-31 05:25:00,1717133100,0,"used",0,0
"Woom 3 inkl. Ständer und Kotflügel - gebraucht","Horn, Niederösterreich","Zuletzt geändert:,30.05.2024, 21:27 Uhr","€ 330","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-staender-und-kotfluegel-gebraucht-811745073/",1297,330,NA,"Horn","3","Blau",2024-05-30 21:27:00,1717104420,0,"used",0,1
"Woom 3","Deutschlandsberg, Steiermark","Zuletzt geändert:,30.05.2024, 22:01 Uhr","€ 330","","Grün,Gebraucht,Selbstabholung","Woom 3 (16 Zoll) in grün mit Ständer und Kettenschutz","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1693643059/",1298,330,NA,"Deutschlandsberg","3","Grün",2024-05-30 22:01:00,1717106460,0,"used",0,1
"Neuwertig! Woom 6 inkl. Original Zubehör!","Horn, Niederösterreich","Zuletzt geändert:,30.05.2024, 20:34 Uhr","€ 750","","Rot,Neuwertig,Selbstabholung","Rad wurde von uns neu gekauft , da es bei uns Großeltern stand und es meiner Enkeltochter nicht gefällt  wurden  keine 2 km gefahren!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/neuwertig-woom-6-inkl-original-zubehoer-793658693/",1299,750,NA,"Horn","6","Rot",2024-05-30 20:34:00,1717101240,0,"as good as new",0,1
"Woom 3 inkl. Fahrradständer, Klingel, Trinkflaschenhalter, Lichtreflektoren (weiß & rot) & Katzenaugen","Eisenstadt - Umgebung, Burgenland","Zuletzt geändert:,30.05.2024, 20:50 Uhr","€ 390","","41 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom 3 Kinderrad inkl. Fahrradständer, Klingel, Trinkflaschenhalter, Lichtreflektoren (weiß & rot) sowie Katzenaugen zu verkaufen. Somit sind quasi alle „Extras“ inkludiert.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-fahrradstaender-klingel-trinkflaschenhalter-lichtreflektoren-weiss-rot-katzenaugen-1513536604/",1300,390,NA,"Eisenstadt - Umgebung","3","Rot",2024-05-30 20:50:00,1717102200,0,"used",0,1
"Woom 4","Eisenstadt - Umgebung, Burgenland","Zuletzt geändert:,30.05.2024, 20:52 Uhr","€ 375","","Kettenschaltung,51 cm,20 Zoll,Rot,Gebraucht,Selbstabholung","Woom 4 Kinderrad in sehr gutem Zustand zu verkaufen, nachdem unser Kind nun bereits ein Woom 5 benötigt. 7 Gänge microSHIFT MS29 Drehschaltgriff und zwei unabhängig voneinander bedienbare V-Bremsen mit kindgerechtem Hebelverhältnis.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1119815805/",1301,375,NA,"Eisenstadt - Umgebung","4","Rot",2024-05-30 20:52:00,1717102320,0,"used",0,1
"Woom 3","","Zuletzt geändert:,30.06.2024, 08:31 Uhr","€ 260","","Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1216386856/",1302,260,NA,"","3","Blau",2024-06-30 08:31:00,1719736260,0,"used",0,1
"Kinderfahrrad Woom 3 Grün 16 Zoll, Schutzbleche + Ständer","Innsbruck-Land, Tirol","Zuletzt geändert:,17.06.2024, 08:43 Uhr","€ 375","","bis 16 Zoll,Grün,Neuwertig,Selbstabholung","Verkaufe ein Woom 3 Fahrrad, 16’ Zoll in Grün. Inkl.  Original Seitenständer und Schutzbleche","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-gruen-16-zoll-schutzbleche-staender-2108426203/",1303,375,NA,"Innsbruck-Land","3","Grün",2024-06-17 08:43:00,1718613780,0,"as good as new",0,1
"Woom 3 gelb","Sankt Johann im Pongau, Salzburg","Zuletzt geändert:,30.05.2024, 20:31 Uhr","€ 320","","Gelb,Gebraucht,Selbstabholung","mit Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gelb-967302727/",1304,320,NA,"Sankt Johann im Pongau","3","Gelb",2024-05-30 20:31:00,1717101060,0,"used",0,1
"Woom 4 in Grün","","Zuletzt geändert:,06.06.2024, 14:20 Uhr","€ 380","","Grün,Gebraucht,Selbstabholung","Gut erhaltenes Woom 4 in grün. Ohne Gewährleistung da Privatverkauf.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-in-gruen-803017041/",1305,380,NA,"","4","Grün",2024-06-06 14:20:00,1717683600,0,"used",0,1
"Woom 2","Gänserndorf, Niederösterreich","Zuletzt geändert:,30.05.2024, 20:39 Uhr","€ 280","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1948895579/",1306,280,NA,"Gänserndorf","2","Blau",2024-05-30 20:39:00,1717101540,0,"used",0,1
"woom 3","8344 Bad Gleichenberg","Zuletzt geändert:,30.05.2024, 20:22 Uhr","€ 280","Privatperson","Blau,Gebraucht,Selbstabholung","verkaufe woom 3 mit Ständer und Glocke!!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2001072044/",1307,280,"8344","8344 Bad Gleichenberg","3","Blau",2024-05-30 20:22:00,1717100520,0,"used",0,0
"Fahrrad","Mistelbach, Niederösterreich","Zuletzt geändert:,30.05.2024, 18:57 Uhr","€ 125","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","Verkaufen unser Woom Rad in gelb wie auf den Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-1792338581/",1308,125,NA,"Mistelbach",NA,"Gelb",2024-05-30 18:57:00,1717095420,0,"used",1,1
"Woom 3 - Original - rot","1180 Wien, 18. Bezirk, Währing","Zuletzt geändert:,30.05.2024, 17:34 Uhr","€ 350","Privatperson","bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-original-rot-1768813154/",1309,350,"1180","1180 Wien","3","Rot",2024-05-30 17:34:00,1717090440,0,"used",0,0
"Woom 2 Kinderfahrrad gelb","Gänserndorf, Niederösterreich","Zuletzt geändert:,30.05.2024, 18:11 Uhr","€ 300","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Verkaufe woom 2 in gelb mit Original Schutzblech und Rücklicht (nicht Original).","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-gelb-2111784222/",1310,300,NA,"Gänserndorf","2","Gelb",2024-05-30 18:11:00,1717092660,0,"used",0,1
"Woom ORIGINAL 4 sunny yellow - All inclusive Set, fertig zum losfahren!","Gänserndorf, Niederösterreich","Zuletzt geändert:,30.05.2024, 12:05 Uhr","€ 550","","20 Zoll,Gelb,Neuwertig,Selbstabholung","Woom ORIGINAL 4 sunny yellow - All inclusive Set, fertig zum losfahren!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-4-sunny-yellow-all-inclusive-set-fertig-zum-losfahren-1065247712/",1311,550,NA,"Gänserndorf","4","Gelb",2024-05-30 12:05:00,1717070700,0,"as good as new",0,1
"Woom Kinderfahrrad 3 in gelb m. Seitenständer","","Zuletzt geändert:,30.05.2024, 15:01 Uhr","€ 380","","Gelb,Neuwertig,Selbstabholung","Woom Original 3 - sehr wenig gefahren, wie neu!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kinderfahrrad-3-in-gelb-m-seitenstaender-1363729110/",1312,380,NA,"","3","Gelb",2024-05-30 15:01:00,1717081260,0,"as good as new",0,1
"Woom 4 mit Zubehör aus Erstbesitz","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Zuletzt geändert:,08.06.2024, 19:48 Uhr","€ 410","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung","Woom 4 aus Erstbesitz in Lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-mit-zubehoer-aus-erstbesitz-1473853086/",1313,410,"1150","1150 Wien","4","Violett",2024-06-08 19:48:00,1717876080,0,"used",0,0
"Woom 3","Niederösterreich","Zuletzt geändert:,30.05.2024, 09:46 Uhr","€ 270","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 3 mit Gepäckträger und Reflektoren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1069547284/",1314,270,NA,"Niederösterreich","3","Blau",2024-05-30 09:46:00,1717062360,0,"used",0,1
"Woom 3","Schweiz","Zuletzt geändert:,09.06.2024, 07:45 Uhr","€ 259","","Grün,Gebraucht,Selbstabholung","Bei Fragen gerne melden","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1892503243/",1315,259,NA,"Schweiz","3","Grün",2024-06-09 07:45:00,1717919100,0,"used",0,1
"Kinderfahrrad","","Zuletzt geändert:,30.05.2024, 12:47 Uhr","€ 30","","Kettenschaltung,Scheibenbremse,bis 35 cm,Blau,Gebraucht,Selbstabholung","Zu Verkauf kommt ein Kinderfahrrad in gebrauchten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-1370976446/",1316,30,NA,"",NA,"Blau",2024-05-30 12:47:00,1717073220,0,"used",0,1
"Woom 4","Graz-Umgebung, Steiermark","Zuletzt geändert:,30.05.2024, 09:08 Uhr","€ 360","","20 Zoll,Rot,Gebraucht,Selbstabholung","Woom 4 Kinderfahrrad, 20’‘, 8 Gänge, für 6-8 Jahre","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1373483363/",1317,360,NA,"Graz-Umgebung","4","Rot",2024-05-30 09:08:00,1717060080,0,"used",0,1
"Woom 3 Kinderfahrrad mit Ständer","","Zuletzt geändert:,30.05.2024, 08:02 Uhr","€ 290","","Blau,Gebraucht,Selbstabholung","Gebraucht aber in sehr gutem Zustand; nur Abholung möglich","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-mit-staender-1753270356/",1318,290,NA,"","3","Blau",2024-05-30 08:02:00,1717056120,0,"used",0,1
"Woom ORIGINAL 4 woom green - All inclusive Set, fertig zum losfahren!","Gänserndorf, Niederösterreich","Zuletzt geändert:,10.06.2024, 11:34 Uhr","€ 550","","20 Zoll,Grün,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-4-woom-green-all-inclusive-set-fertig-zum-losfahren-986717577/",1319,550,NA,"Gänserndorf","4","Grün",2024-06-10 11:34:00,1718019240,0,"as good as new",0,1
"Trek Superfly 20 Kinder Mountainbike Woom Fahrrad","Wels-Land, Oberösterreich","Zuletzt geändert:,31.05.2024, 14:01 Uhr","€ 219","","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Schwarz,Gebraucht,Selbstabholung","Trek Superfly","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/trek-superfly-20-kinder-mountainbike-woom-fahrrad-1756687473/",1320,219,NA,"Wels-Land",NA,"Andere",2024-05-31 14:01:00,1717164060,0,"used",0,1
